fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,fst_sel_index1,fst_sel_index2,fst_sel_index3,fst_sel_index4,fst_sel_index5,fst_sel_index6,lst_sel_index1,lst_sel_index2,lst_sel_index3,lst_sel_index4,lst_sel_index5,lst_sel_index6,fst_typen1,fst_typen2,fst_typen3,fst_typen4,fst_typen5,fst_typen6,lst_typen1,lst_typen2,lst_typen3,lst_typen4,lst_typen5,lst_typen6,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,graduated,grad2,grad4,i_cdr2,i_cdr3,i_cdr5,alt_cdr2,alt_cdr3,alt_cdr5,alt_cdr2_f,alt_cdr2_dnf,rr2,rr5,neg_am2,neg_am5,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,age_entry,cpi_adj
1997,,,5,14,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,110,102,9,0,7670,5860,7135,5770,16730,12330,3785,3785,10085,9690,27435,15160,14835,32620,2.293,1,0.677,0.619,0.144,0.141,0.22,0.274,0.182,0.233,0.288,0.139,0.268,0.9,0.623,0.361,0.295,26120,0.326,0.62,0.557,67278,0.073,0.084,0.035,15740,10860,34520,15740,0,,0.732323
1998,,,5,11,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,109,97,12,1,9570,6200,8595,6130,28665,15090,40175,40175,12205,11775,30660,19310,18525,85620,3.02,1,0.692,0.626,0.172,0.134,0.163,0.237,0.138,0.189,0.253,0.112,0.205,0.921,0.655,0.393,0.316,29775,0.402,0.608,0.484,57928,0.228,0.13,0.042,20055,13260,33470,20055,42215,,0.738253
1999,,,5,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,108,91,17,0,10580,6755,9255,6565,23585,9075,7920,7920,12625,12230,21875,21340,19560,85170,3.868,1,0.714,0.61,0.239,0.086,0.15,0.213,0.118,0.162,0.223,0.088,0.154,0.869,0.611,0.321,0.245,37285,0.395,0.623,0.548,63669,0.093,0.072,0.033,24215,16260,41500,24215,17350,22,0.753413
2000,,,5,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,103,91,12,0,10445,6970,9385,6855,30350,19140,655,655,13490,13080,44485,20330,18850,66770,3.484,1,0.613,0.523,0.169,0.084,0.132,0.208,0.096,0.157,0.23,0.065,0.146,0.893,0.558,0.334,0.261,38320,0.475,0.532,0.547,55745,0.109,0.096,0.038,29635,21045,49800,29635,69770,22,0.77168
2001,,,5,8,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,109,78,31,0,13120,7065,9650,6475,43980,28350,6535,6535,14485,12810,57530,27740,19765,114025,3.958,1,0.654,0.559,0.212,0.111,0.168,0.228,0.135,0.195,0.231,0.065,0.255,0.899,0.622,0.363,0.306,43870,0.522,0.545,0.531,54516,0.128,0.106,0.039,29400,17325,41150,29400,32460,22,0.779909
2002,,,5,9,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,97,85,12,0,11265,7330,10165,7105,23395,17975,7505,7505,15095,14070,37990,23370,21885,40525,4.351,1,0.685,0.608,0.194,0.072,0.116,0.183,0.081,0.13,0.186,0.059,0.147,0.881,0.647,0.342,0.246,40785,0.529,0.532,0.46,54074,0.15,0.111,0.041,28145,22185,48345,28145,28035,22,0.796383
2003,,,5,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,95,84,11,0,11505,7180,10285,6870,21610,18105,3810,3810,14345,13895,29330,25675,22420,42765,4.297,1,0.665,0.575,0.197,0.1,0.161,0.248,0.115,0.179,0.252,0.056,0.239,0.903,0.638,0.339,0.297,38305,0.484,0.557,0.617,53408,0.159,0.126,0.042,26115,18915,44335,26115,85085,22,0.811654
2004,,,5,10,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,126,97,29,0,12190,6480,9555,6280,34605,17635,6240,6240,13535,12090,53170,24585,21470,79055,4.145,1,0.732,0.65,0.204,0.08,0.174,0.251,0.116,0.196,0.258,0.091,0.174,0.935,0.756,0.396,0.343,34455,0.397,0.567,0.507,53985,0.147,0.12,0.043,24915,18825,40260,25075,18860,23,0.834702
2005,,,5,12,11,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,133,116,17,0,11530,6715,10165,6625,24200,19765,,,13665,13000,36415,27880,22710,50815,4.626,1,0.725,0.641,0.183,0.059,0.15,0.211,0.1,0.17,0.222,0.064,0.2,0.921,0.699,0.383,0.307,39940,0.468,0.538,0.544,54364,0.158,0.119,0.041,26890,14590,52795,26890,71370,22,0.858669
2006,,,5,12,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,158,131,28,1,13195,6800,10925,6705,39325,25415,6920,8750,14710,14355,45195,31790,26375,135570,4.725,1,0.715,0.642,0.189,0.098,0.171,0.248,0.133,0.202,0.258,0.088,0.25,0.967,0.803,0.415,0.331,38230,0.419,0.559,0.578,54388,0.179,0.118,0.042,23885,15790,47285,23885,65660,24,0.876992
2007,,,5,10,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,141,118,23,0,14395,7545,12170,7250,29155,25325,,,18745,16495,39625,34035,29300,54455,4.959,1,0.713,0.631,0.192,0.11,0.199,0.298,0.145,0.237,0.324,0.094,0.268,1.009,0.883,0.505,0.408,37105,0.449,0.578,0.525,54613,0.193,0.119,0.043,21050,13635,38995,21050,12530,23,0.906824
2008,,,5,13,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,160,136,25,3,12775,6850,10950,6655,30695,29090,16125,5940,15135,13685,39580,30115,25905,52210,4.378,1,0.739,0.673,0.163,0.094,0.229,0.378,0.149,0.301,0.394,0.095,0.308,0.98,0.795,0.472,0.367,34160,0.41,0.612,0.591,53358,0.157,0.118,0.044,23910,13455,39660,23910,36140,23.5,0.910217
2009,,,5,14,14,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,185,158,27,2,12820,7770,11110,7540,32245,20850,12090,14070,14330,13355,36380,27445,24190,65845,4.649,0,0.725,0.646,0.177,0.125,0.224,0.359,0.181,0.259,0.377,0.126,0.325,1.041,0.955,0.561,0.484,33745,0.445,0.571,0.567,52398,0.206,0.132,0.045,19670,12475,37705,19475,39940,23,0.929017
2010,,,5,15,15,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,236,191,45,1,15550,9365,12835,9170,41525,31275,15000,15285,17545,16665,56975,34210,26875,98890,5.117,1,0.725,0.64,0.201,0.102,0.201,,0.147,0.236,,0.094,0.289,1.072,,0.632,,31315,0.44,0.6,0.557,53248,0.202,0.127,0.045,20015,11830,35665,19780,44350,22,0.941916
2011,,,5,19,18,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,303,259,44,5,16330,10065,14315,9985,34330,26085,13040,9370,19760,18390,43390,35550,31170,68875,5.144,1,0.77,0.69,0.206,0.104,0.17,,0.146,0.197,,0.114,0.253,1.064,,0.588,,31940,0.453,0.545,0.549,53587,0.212,0.125,0.045,19565,10345,34065,19320,58435,23,0.965479
2012,,,5,20,20,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,366,303,64,17,18250,10380,15305,10245,49950,41355,37500,17375,21320,20555,61205,40015,33375,111270,5.519,1,0.761,0.682,0.192,0.118,,,0.164,,,0.129,0.276,1.078,,0.655,,33815,0.451,0.586,0.588,53982,0.212,0.124,0.044,20155,11010,35515,20150,25665,22,0.980216
2013,,,5,21,20,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,413,356,57,3,19985,11845,17565,11500,43030,32295,11565,7850,24310,22475,66375,47395,39905,101315,5.431,1,0.746,0.667,0.195,,,,,,,,,,,,,32615,0.492,0.603,0.515,52436,0.214,0.128,0.046,21410,10265,37980,21430,35200,22,0.992323
2014,,,5,22,21,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,513,433,81,6,23845,14065,20430,13630,48170,36395,23665,7510,30305,27295,68540,55515,47375,115640,7.006,2,0.708,0.595,0.26,,,,,,,,,,,,,33295,0.54,0.602,0.533,53413,0.213,0.128,0.045,21195,11655,35720,21195,32700,22,1
1970,,,6,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1425,1045,1405,885,1220,1330,,,1535,2315,1335,2865,2865,1500,0.926,0,,,,0.185,0.185,0.185,0.185,0.185,0.259,,,0.844,0.572,0,0.037,,,,,,,,,,,,,,,0.209694
1971,,,6,4,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,0,1175,870,1115,865,1375,1260,,,1305,1290,1390,2295,2185,2525,1.069,0,,,,0.057,0.063,0.109,0.063,0.069,0.126,,,0.843,0.556,0.006,0.017,,,,,,,,,,,,,,,0.217343
1972,,,6,15,13,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,16,3,0,1295,1200,1265,1025,1410,1285,,,1320,1320,1320,2160,2160,2160,2.578,0,,,,0.065,0.08,0.135,0.07,0.092,0.143,,,0.841,0.555,0.012,0.021,,,,,,,,,,,,,,,0.224633
1973,,,6,22,19,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,40,34,6,0,1780,1675,1735,1675,1830,1305,,,2360,2320,2575,3095,3000,3435,3.037,0,,,,0.099,0.134,0.181,0.122,0.153,0.188,,,0.841,0.556,0.022,0.043,,,,,,,,,,,,,,,0.24199
1974,,,6,28,24,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,62,50,12,0,2200,2095,2080,1835,2385,2320,,,3005,2750,3455,3865,3840,3890,3.528,0,,,,0.116,0.155,0.194,0.137,0.167,0.201,,,0.841,0.556,0.029,0.052,,,,,,,,,,,,,,,0.269745
1975,,,6,30,26,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,74,60,14,0,2425,2175,2285,2065,2575,2160,,,3410,3185,3435,4400,4140,4720,3.4,1,,,,0.094,0.14,0.169,0.122,0.147,0.173,,,0.84,0.555,0.031,0.058,,,,,,,,,,,,,,,0.287627
1976,,,6,31,26,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,85,69,16,0,2760,2325,2615,2185,2715,2145,,,3840,3560,3795,5120,4870,5515,4.438,1,,,,0.09,0.137,0.179,0.118,0.152,0.181,,,0.841,0.552,0.079,0.111,,,,,,,,,,,,,,,0.302189
1977,,,6,35,30,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,102,80,21,0,2895,2340,2685,2145,2925,2145,,,3890,3690,4220,5580,5150,6085,3.383,0,,,,0.09,0.13,0.168,0.11,0.143,0.173,,,0.841,0.551,0.072,0.101,,,,,,,,,,,,,,,0.322139
1978,,,6,45,37,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,136,99,37,0,3060,2530,2660,2165,3365,2500,,,4180,3555,4295,6010,5140,6635,3.472,1,,,,0.068,0.103,0.138,0.086,0.113,0.141,,,0.84,0.551,0.06,0.083,,,,,,,,,,,,,,,0.346492
1979,,,6,53,45,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,180,128,52,0,3410,2575,2865,2185,3705,2700,,,4410,3890,4935,6440,5490,7105,3.737,1,,,,0.07,0.098,0.12,0.081,0.103,0.122,,,0.84,0.55,0.055,0.073,,,,,,,,,,,,,,,0.381639
1980,,,6,72,61,11,9,0,,,,,,,,,,,,,,,,,,,,,,,,,272,191,81,0,3790,3235,3150,2560,3975,3325,,,4990,4265,5070,6825,5975,8480,3.87,1,,,,0.061,0.08,0.113,0.071,0.087,0.117,,,0.839,0.55,0.044,0.065,,,,,,,,,,,,,,,0.42186
1981,,,6,113,94,19,17,0,,,,,,,,,,,,,,,,,,,,,,,,,470,315,155,0,4145,3500,3345,2590,4330,4155,,,5410,4345,5345,8265,6365,8585,3.387,1,,,,0.057,0.081,0.112,0.068,0.089,0.117,,,0.839,0.55,0.048,0.068,,,,,,,,,,,,,,,0.452594
1982,,,6,176,144,32,25,0,,,,,,,,,,,,,,,,,,,,,,,,,770,499,271,0,4375,3915,3455,2910,4825,4265,,,5700,4320,6320,8530,6380,8765,3.239,1,,,,0.049,0.076,0.103,0.06,0.085,0.107,,,0.84,0.55,0.05,0.067,,,,,,,,,,,,,,,0.474364
1983,,,6,230,186,44,28,0,,,,,,,,,,,,,,,,,,,,,,,,,1127,707,419,0,4900,4250,3795,3565,5830,4335,10065,10065,6400,4790,8525,8660,6570,11575,3.501,1,,,,0.066,0.093,0.118,0.078,0.101,0.12,,,0.842,0.55,0.057,0.07,,,,,,,,,,,,,,,0.491878
1984,,,6,247,202,45,26,0,,,,,,,,,,,,,,,,,,,,,,,,,1362,860,502,0,5510,4355,4265,4190,7085,5895,2365,2365,7050,6030,9550,10230,7500,12975,3.58,1,,,,0.072,0.094,0.112,0.084,0.099,0.114,,,0.844,0.552,0.056,0.065,,,,,,,,,,,,,,,0.509814
1985,,,6,265,220,46,25,0,,,,,,,,,,,,,,,,,,,,,,,,,1536,975,561,0,5795,4390,4440,4210,7955,6965,3050,2400,7690,6320,12200,10900,8295,15415,3.625,2,,,,0.076,0.095,0.116,0.085,0.099,0.12,,,0.846,0.556,0.055,0.07,,,,,,,,,,,,,,,0.528431
1986,,,6,280,236,45,28,0,,,,,,,,,,,,,,,,,,,,,,,,,1686,1069,617,1,6015,4405,4535,4200,8510,7220,3675,2425,8290,6340,12640,11410,8425,16960,3.637,2,,,,0.075,0.095,0.119,0.086,0.101,0.123,,,0.846,0.556,0.061,0.077,,,,,,,,,,,,,,,0.536539
1987,,,6,272,227,46,26,0,,,,,,,,,,,,,,,,,,,,,,,,,1752,1083,669,0,6430,4725,4775,4210,9310,7885,2100,2295,8395,6515,12855,12565,8430,18000,3.47,2,,,,0.074,0.095,0.124,0.084,0.102,0.128,,,0.846,0.555,0.066,0.083,,,,,,,,,,,,,,,0.556903
1988,,,6,269,227,42,28,0,,,,,,,,,,,,,,,,,,,,,,,,,1805,1091,714,0,6705,4850,4810,4200,10145,8280,2700,2420,8415,6640,13735,13070,8500,20705,3.443,2,,,,0.097,0.127,0.161,0.112,0.135,0.165,,,0.846,0.551,0.09,0.121,,,,,,,,,,,,,,,0.580705
1989,,,6,260,223,37,27,0,,,,,,,,,,,,,,,,,,,,,,,,,1929,1159,770,1,7430,5480,5210,4345,11960,9095,3175,2930,9170,7495,16265,14600,9630,24405,3.361,2,,,,0.087,0.119,0.157,0.102,0.127,0.162,,,0.842,0.545,0.092,0.12,,,,,,,,,,,,,,,0.60299
1990,,,6,251,214,37,30,1,,,,,,,,,,,,,,,,,,,,,,,,,2102,1182,920,2,8375,6100,5530,4480,13690,10680,3645,2920,10140,7665,19005,18040,10395,27375,3.35,2,,,,0.1,0.131,0.171,0.114,0.139,0.175,,,0.844,0.545,0.108,0.132,,,,,,,,,,,,,,,0.631967
1991,,,6,251,213,37,30,1,,,,,,,,,,,,,,,,,,,,,,,,,2265,1238,1027,4,9035,6365,5800,4705,15320,12570,4725,3380,10865,8225,21570,19790,10950,31155,3.272,2,,,,0.086,0.118,0.157,0.1,0.128,0.162,,,0.84,0.545,0.1,0.131,,,,,,,,,,,,,,,0.648323
1992,,,6,259,216,43,31,1,,,,,,,,,,,,,,,,,,,,,,,,,2585,1376,1210,5,9975,7140,6355,5220,16475,13345,3955,3280,11950,9000,23255,22170,11935,34115,3.244,2,,,,0.081,0.118,0.159,0.097,0.128,0.163,,,0.84,0.545,0.109,0.143,,,,,,,,,,,,,,,0.665147
1993,,,6,264,220,44,34,1,,,,,,,,,,,,,,,,,,,,,,,,,2928,1504,1424,6,11105,7715,6840,5880,18275,14240,4425,3340,13210,9800,26680,25550,12640,37270,3.275,2,,,,0.087,0.118,0.161,0.101,0.128,0.165,,,0.839,0.564,0.113,0.21,,,,,,,,,,,,,,,0.679709
1994,,,6,274,228,46,32,1,,,,,,,,,,,,,,,,,,,,,,,,,3183,1681,1502,6,11620,8375,7375,6285,19260,15000,5825,4110,14055,10600,28485,26215,13810,38845,3.134,2,,,,0.073,0.109,0.149,0.088,0.119,0.153,,,0.846,0.553,0.129,0.209,,,,,,,,,,,,,,,0.694281
1995,,,6,269,221,48,31,1,,,,,,,,,,,,,,,,,,,,,,,,,3728,1882,1846,8,13860,9895,8535,7315,23175,18405,7610,5125,16295,12095,32965,31055,15770,48300,3.263,2,,,,0.074,0.11,0.141,0.091,0.119,0.143,,,0.852,0.582,0.148,0.232,35015,0.463,0.462,0.489,56593,0.11,0.082,0.03,24675,14960,46205,27735,16975,,0.707602
1996,,,6,299,244,55,34,1,,,,,,,,,,,,,,,,,,,,,,,,,4670,2374,2296,9,15635,11305,9720,8520,25975,19815,7585,5150,18510,13970,38425,36050,18105,54020,3.185,2,0.68,0.031,0.666,0.072,0.104,0.133,0.088,0.113,0.137,0.059,0.162,0.888,0.574,0.323,0.236,43165,0.448,0.537,0.426,50308,0.214,0.164,0.047,32875,24165,49180,31530,39965,,0.724261
1997,,,6,317,255,62,39,1,,,,,,,,,,,,,,,,,,,,,,,,,5770,2811,2959,12,18215,13860,11030,9980,29280,22880,10615,8550,21340,15795,41635,41105,20225,60445,3.402,2,0.654,0.03,0.638,0.062,0.086,0.113,0.075,0.091,0.118,0.056,0.117,0.894,0.586,0.345,0.254,46600,0.432,0.569,0.403,55532,0.133,0.119,0.038,34555,26265,52840,35305,33735,,0.732323
1998,,,6,323,262,61,42,1,,,,,,,,,,,,,,,,,,,,,,,,,6667,3262,3405,10,20650,15065,12460,11215,33190,25340,9270,5345,24585,16845,48650,47680,23085,71930,3.522,3,0.622,0.031,0.608,0.047,0.069,0.1,0.056,0.077,0.104,0.041,0.085,0.884,0.601,0.295,0.246,49095,0.459,0.572,0.375,53588,0.17,0.143,0.044,37020,26070,55345,38405,34215,,0.738253
1999,,,6,346,286,60,47,1,,,,,,,,,,,,,,,,,,,,,,,,,7338,3693,3645,10,21215,15555,12925,11745,33905,25975,9035,5305,25465,17255,48500,48655,23985,73980,3.561,3,0.625,0.031,0.61,0.039,0.065,0.098,0.049,0.073,0.102,0.036,0.076,0.878,0.604,0.299,0.246,50950,0.538,0.561,0.365,53309,0.157,0.146,0.043,39480,25035,56250,42490,29305,20,0.753413
2000,,,6,353,288,65,51,1,,,,,,,,,,,,,,,,,,,,,,,,,7948,3812,4136,22,22500,15885,13230,12095,35655,27205,15560,6225,26645,17380,52755,53530,24460,75925,3.622,3,0.63,0.033,0.615,0.042,0.067,0.097,0.051,0.075,0.101,0.033,0.087,0.885,0.634,0.302,0.246,55280,0.623,0.555,0.341,59116,0.144,0.107,0.039,44635,24305,60495,48350,29385,20,0.77168
2001,,,6,342,281,61,49,1,,,,,,,,,,,,,,,,,,,,,,,,,8161,3898,4263,16,23865,16135,13875,12905,38670,27790,13440,8665,27775,18050,53315,54685,25720,84120,3.686,3,0.643,0.035,0.625,0.038,0.063,0.093,0.048,0.071,0.097,0.029,0.088,0.888,0.673,0.304,0.247,58555,0.661,0.554,0.339,61557,0.126,0.095,0.036,48825,26605,63605,52695,33715,20,0.779909
2002,,,6,341,284,58,55,2,,,,,,,,,,,,,,,,,,,,,,,,,8429,3992,4438,26,24685,16240,14060,12955,39330,27660,13940,7485,28345,18450,52470,56045,26360,85155,3.805,3,0.657,0.037,0.64,0.036,0.057,0.09,0.044,0.064,0.094,0.026,0.079,0.911,0.731,0.298,0.251,60780,0.675,0.548,0.338,62830,0.12,0.09,0.036,50005,26175,63625,52935,39115,20,0.796383
2003,,,6,355,299,56,60,2,,,,,,,,,,,,,,,,,,,,,,,,,8834,4385,4449,33,24885,16630,14670,13875,38505,27170,15320,8895,29320,19260,51085,55250,27505,83525,3.856,3,0.66,0.039,0.643,0.035,0.062,0.091,0.045,0.069,0.095,0.026,0.082,0.924,0.766,0.285,0.238,62080,0.664,0.561,0.336,64883,0.117,0.087,0.035,51720,26990,65700,56420,39250,20,0.811654
2004,,,6,390,329,62,73,3,,,,,,,,,,,,,,,,,,,,,,,,,10216,4932,5284,42,26180,17055,15005,14075,39195,27445,15515,10020,31515,19550,51330,57345,28370,87150,4.069,3,0.697,0.043,0.679,0.032,0.056,0.088,0.042,0.065,0.092,0.024,0.083,0.927,0.779,0.286,0.228,65295,0.674,0.568,0.324,65591,0.105,0.081,0.034,52975,27815,68580,57485,44610,20,0.834702
2005,,,6,462,386,76,91,3,,,,,,,,,,,,,,,,,,,,,,,,,12899,6034,6864,48,27930,17555,15630,14635,41115,29960,14350,8075,34210,20110,53455,59335,29345,89140,4.153,3,0.728,0.045,0.709,0.03,0.058,0.084,0.042,0.065,0.087,0.023,0.092,0.936,0.789,0.291,0.224,66825,0.677,0.572,0.311,65386,0.105,0.082,0.034,54200,27840,69225,59470,43620,20,0.858669
2006,,,6,471,397,75,98,3,,,,,,,,,,,,,,,,,,,,,,,,,13576,6431,7145,56,28815,18430,16215,15235,41420,30945,16335,9270,36285,21130,54295,61265,30595,87360,4.238,3,0.744,0.045,0.725,0.037,0.065,0.093,0.049,0.073,0.096,0.024,0.124,0.944,0.8,0.308,0.248,66830,0.68,0.576,0.316,65223,0.108,0.083,0.034,54220,28020,68470,58540,47800,20,0.876992
2007,,,6,391,338,53,74,2,,,,,,,,,,,,,,,,,,,,,,,,,10779,5558,5221,40,27580,17975,16425,15155,41280,30835,16155,9370,34770,21835,53740,59380,32150,84100,4.262,3,0.73,0.057,0.707,0.051,0.09,0.131,0.069,0.102,0.137,0.036,0.158,0.95,0.798,0.341,0.276,65155,0.696,0.579,0.333,64324,0.113,0.087,0.035,51730,26115,66595,55580,46900,20,0.906824
2008,,,6,414,351,62,80,3,,,,,,,,,,,,,,,,,,,,,,,,,12124,5709,6416,54,29315,17935,16255,14880,45205,33825,19170,11760,36655,21025,58135,66275,32630,96805,4.518,3,0.746,0.062,0.721,0.055,0.099,0.151,0.074,0.112,0.157,0.042,0.169,0.929,0.724,0.344,0.287,66915,0.708,0.582,0.322,64875,0.111,0.087,0.035,53090,25210,67130,57160,47330,20,0.910217
2009,,,6,491,413,78,94,4,,,,,,,,,,,,,,,,,,,,,,,,,15482,6751,8731,66,31540,17950,16355,14925,50625,36115,18525,10840,37950,21030,64945,72970,32240,117490,4.571,3,0.768,0.065,0.744,0.058,0.103,0.15,0.08,0.114,0.155,0.049,0.184,0.918,0.676,0.358,0.303,68800,0.721,0.59,0.309,65141,0.108,0.086,0.034,54875,26335,68910,58595,49950,20,0.929017
2010,,,6,499,423,75,99,4,,,,,,,,,,,,,,,,,,,,,,,,,17858,7758,10101,92,35815,20080,18330,16285,58060,39400,22275,12215,41080,23115,75150,82190,35995,141630,4.794,3,0.775,0.064,0.748,0.056,0.097,,0.076,0.11,,0.046,0.18,0.941,,0.405,,69350,0.727,0.587,0.316,65098,0.109,0.087,0.035,54330,25885,67805,57850,49750,19,0.941916
2011,,,6,567,484,83,113,5,,,,,,,,,,,,,,,,,,,,,,,,,21592,9607,11985,106,38065,22275,19855,17670,60915,40175,22210,12010,43405,25620,79715,87745,38960,150930,5.065,3,0.785,0.07,0.757,0.063,0.096,,0.082,0.109,,0.054,0.183,0.959,,0.432,,71290,0.732,0.593,0.307,65318,0.111,0.086,0.034,55040,23960,70320,58655,52125,20,0.965479
2012,,,6,632,542,90,123,6,,,,,,,,,,,,,,,,,,,,,,,,,25511,11621,13890,169,40395,24755,21450,18950,65385,42210,27530,13580,46035,28140,84260,90615,42255,159725,5.19,3,0.796,0.079,0.765,0.053,,,0.069,,,0.047,0.154,0.973,,0.458,,69625,0.73,0.6,0.314,64874,0.116,0.087,0.035,52780,23235,67355,55580,50485,19,0.980216
2013,,,6,662,572,89,128,6,,,,,,,,,,,,,,,,,,,,,,,,,28278,13194,15084,177,42735,26750,23050,20625,69470,44640,28320,15325,48850,30780,94485,97760,45350,164635,5.19,3,0.766,0.074,0.735,,,,,,,,,,,,,68700,0.738,0.597,0.313,64622,0.121,0.088,0.035,51720,21785,65985,53925,51515,19,0.992323
2014,,,6,710,623,87,134,7,,,,,,,,,,,,,,,,,,,,,,,,,31128,15053,16075,190,43855,27270,24170,21635,72820,45900,27495,14400,49805,32135,95390,98855,47900,179385,5.254,3,0.726,0.065,0.701,,,,,,,,,,,,,69080,0.747,0.603,0.31,64592,0.124,0.089,0.035,51175,20635,65495,53240,52105,19,1
